,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,MiscFeature,SaleType,SaleCondition,OverallCond,GarageArea_x,TotalBsmtSF_x,BsmtFinSF1_x,OverallQual,GrLivArea,GarageCars,GarageArea_y,TotalBsmtSF_y,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1_y,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BsmtUnfSF
1187,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,757,1624,1456,8,1624,3,757,1624,1624,2,5,1994,1995,1994.0,0.0,1,1456,89.0,0,0,114,0,12461,1,168
1188,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,493,831,0,7,1660,2,493,831,831,2,7,2002,2002,2002.0,95.0,0,0,68.0,144,829,68,1,8935,0,831
1189,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,442,994,0,7,1804,2,442,994,1028,2,7,1999,1999,1999.0,0.0,1,0,60.0,140,776,60,1,7500,0,994
1190,RL,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,2Types,Fin,TA,TA,Y,0,WD,Normal,4,1356,1249,1159,4,1622,4,1356,1249,1622,1,7,1961,1975,1975.0,149.0,1,1159,112.82352941176471,439,0,0,0,32463,1,90
1191,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,492,776,0,8,1441,2,492,776,764,2,5,1999,2000,1999.0,456.0,0,0,24.0,206,677,0,1,2645,0,776
1192,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,Fa,P,0,WD,Normal,8,250,702,0,5,1472,1,250,702,842,1,6,1925,1994,1925.0,0.0,0,0,60.0,0,630,0,0,9600,0,702
1193,RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,402,1224,883,6,1224,2,402,1224,1224,2,5,1999,1999,1999.0,425.0,0,883,41.941176470588225,0,0,304,0,4500,1,341
1194,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,7,299,663,371,6,1352,1,299,663,663,1,7,1969,1969,1969.0,143.0,0,371,80.0,379,689,36,1,9364,0,292
1195,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,400,728,0,6,1456,2,400,728,728,2,8,2005,2005,2005.0,0.0,0,0,51.0,100,728,24,1,8029,0,728
1196,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,New,Partial,5,660,879,0,7,1863,3,660,879,879,2,9,2006,2006,2006.0,0.0,1,0,58.0,100,984,17,1,14054,0,879
1197,RM,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,ConLw,Normal,6,225,815,0,7,1690,1,225,815,815,1,7,1916,1950,1916.0,0.0,1,0,65.0,0,875,0,0,8850,0,815
1198,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,573,1212,0,7,1212,2,573,1212,1212,2,6,2001,2001,2001.0,0.0,0,0,70.0,356,0,0,0,9100,0,1212
1199,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,459,1051,547,4,1382,2,459,1051,1382,1,6,1963,1979,1974.0,51.0,1,547,75.0,0,0,82,1,11235,0,504
1200,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,1,Oth,Abnorml,5,280,864,0,4,864,1,280,864,864,1,5,1970,1970,1972.0,0.0,0,0,71.0,0,0,0,0,9353,0,864
1201,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,546,866,0,7,1779,2,546,866,866,2,6,1998,1998,1998.0,0.0,0,0,80.0,198,913,36,1,10400,0,866
1202,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,0,WD,Normal,8,216,884,0,5,1348,1,216,884,884,1,5,1925,1997,1960.0,0.0,1,0,50.0,0,464,0,0,6000,1,884
1203,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,451,1630,0,7,1630,2,451,1630,1630,2,6,2000,2001,2000.0,171.0,1,0,75.0,74,0,234,0,9750,0,1630
1204,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,495,1056,788,5,1074,2,495,1056,1074,1,6,1975,1975,1975.0,0.0,0,788,78.0,0,0,88,1,10140,1,268
1205,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,701,2158,485,7,2196,3,701,2158,2196,2,7,1990,1991,1990.0,234.0,1,485,90.0,84,0,70,0,14684,0,1496
1206,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,4,384,1056,1056,4,1056,1,384,1056,1056,1,5,1966,1966,1966.0,0.0,0,1056,71.58823529411767,0,0,42,0,8900,1,0
1207,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,544,1682,340,6,1700,2,544,1682,1700,2,7,2003,2003,2003.0,120.0,0,340,70.0,192,0,23,0,9135,1,1342
1208,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,506,931,504,5,1283,2,506,931,1283,1,6,1962,1980,1980.0,0.0,0,504,70.0,0,0,0,0,7763,1,319
1209,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,5,500,1660,1220,8,1660,2,500,1660,1660,2,8,2006,2006,2006.0,420.0,1,1220,85.0,322,0,50,0,10182,1,440
1210,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,1,WD,Normal,5,462,1055,0,6,1845,2,462,1055,1055,2,8,1992,1992,1992.0,0.0,1,0,70.0,635,790,104,1,11218,0,1055
1211,RL,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,Wood,Gd,TA,Av,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,0,WD,Normal,7,492,559,427,8,1752,2,492,559,1080,2,8,1988,2005,1988.0,0.0,0,427,152.0,325,672,12,0,12134,0,132
1212,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,0,WD,Normal,6,234,672,344,4,672,1,234,672,672,1,4,1941,1950,1941.0,0.0,0,344,50.0,0,0,113,0,9340,1,328
1213,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Gd,Av,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,9,364,648,648,4,960,1,364,648,960,0,3,1965,2001,1965.0,0.0,0,648,73.29411764705883,88,0,0,0,10246,1,0
1214,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,300,925,784,5,999,1,300,925,999,1,6,1962,1962,1962.0,0.0,0,784,69.0,150,0,72,0,10205,1,141
1215,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Detchd,RFn,TA,TA,Y,0,WD,Normal,5,384,894,180,5,894,1,384,894,894,1,5,1966,1966,1966.0,0.0,0,180,99.0,0,0,0,0,7094,0,340
1216,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,Slab,TA,Po,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,539,0,0,6,1902,2,539,0,1318,2,8,1978,1978,1978.0,0.0,0,0,68.0,0,584,0,0,8930,0,0
1217,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,5,552,1300,936,8,1314,2,552,1300,1314,2,6,2009,2009,2009.0,72.0,0,936,72.0,135,0,112,0,8640,1,364
1218,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,Slab,TA,Po,No,Unf,GasA,Gd,N,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,N,0,WD,Normal,5,0,0,0,4,912,0,0,0,672,1,3,1947,1950,1940.0,0.0,0,0,52.0,0,240,0,0,6240,0,0
1219,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,N,0,WD,Abnorml,5,0,672,0,6,1218,0,0,672,672,1,7,1971,1971,1957.0,236.0,0,0,21.0,201,546,0,1,1680,0,672
1220,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Abnorml,5,288,912,312,5,912,1,288,912,912,1,5,1964,1964,1964.0,0.0,0,312,66.0,0,0,0,0,7800,0,0
1221,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,322,952,250,5,1211,1,322,952,1211,1,5,1968,1968,1968.0,0.0,1,250,55.0,0,0,63,0,8250,0,210
1222,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,315,1040,196,6,1846,1,315,1040,1168,2,7,1949,1950,1949.0,320.0,1,196,78.0,0,678,0,0,10496,0,844
1223,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,LwQ,GasA,TA,N,FuseA,TA,Mod,Detchd,Unf,TA,TA,Y,0,WD,Normal,3,528,2136,756,5,2136,2,528,2136,2136,2,7,1951,1951,1951.0,44.0,0,756,89.0,0,0,30,0,10680,0,1380
1224,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,388,788,724,7,1490,2,388,788,788,2,8,2004,2005,2004.0,0.0,1,724,60.0,100,702,75,1,15384,1,64
1225,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,Av,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,8,264,588,507,6,1138,1,264,588,1138,1,6,1958,1958,1958.0,63.0,0,507,65.0,224,0,0,0,10482,0,81
1226,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,668,894,0,6,1933,3,668,894,894,2,9,2007,2007,2007.0,74.0,1,0,86.0,100,1039,18,1,14598,0,894
1227,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,8,576,912,595,5,912,2,576,912,912,1,5,1965,2008,1992.0,300.0,0,595,72.0,0,0,240,0,8872,1,317
1228,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,1052,1702,1540,9,1702,3,1052,1702,1702,1,7,2008,2008,2008.0,766.0,1,1540,65.0,0,0,72,1,8769,1,162
1229,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,TA,Maj1,Basment,Unf,TA,TA,Y,0,WD,Normal,5,404,1075,666,5,1507,1,404,1075,1507,2,7,1960,1960,1960.0,0.0,0,666,70.0,0,0,0,0,7910,0,409
1230,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,RFn,TA,TA,N,0,WD,Normal,5,600,1361,498,5,2620,2,600,1361,1361,2,12,1977,1977,1977.0,1.0,1,498,88.94117647058823,155,1259,24,2,18890,0,652
1231,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,540,1106,803,5,1190,2,540,1106,1190,1,6,1962,1962,1962.0,120.0,0,803,70.0,0,0,18,0,7728,1,303
1232,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,TA,Po,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,CarPort,Unf,TA,TA,Y,0,WD,Normal,5,462,0,0,4,1224,2,462,0,1224,2,6,1962,1962,1962.0,0.0,0,0,70.0,0,0,0,0,9842,0,0
1233,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,COD,Abnorml,5,531,1188,1000,5,1188,2,531,1188,1188,1,6,1959,1959,1959.0,180.0,0,1000,85.23529411764707,0,0,0,0,12160,1,188
1234,RH,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,Av,Unf,GasA,TA,N,FuseA,TA,Typ,BuiltIn,Unf,Fa,Fa,N,0,WD,Abnorml,6,0,940,0,5,1964,0,0,940,1024,1,7,1911,1950,1919.0,0.0,0,0,55.0,0,940,192,1,8525,0,940
1235,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Unf,GasA,Gd,Y,FuseF,TA,Typ,Detchd,Unf,Fa,Fa,N,0,WD,Normal,5,180,747,0,5,1784,1,180,747,892,1,9,1914,1950,1914.0,0.0,0,0,96.0,203,892,40,1,13132,0,747
1236,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,0,WD,Normal,5,474,764,0,7,1626,2,474,764,764,2,6,2003,2003,2003.0,106.0,0,0,36.0,0,862,27,1,2628,0,764
1237,RL,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Normal,5,434,847,0,7,1948,2,434,847,847,2,8,2004,2005,2004.0,0.0,1,0,41.0,100,1101,48,1,12393,0,847
1238,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Abnorml,5,484,1141,0,6,1141,2,484,1141,1141,1,6,2005,2005,2005.0,0.0,0,0,63.0,0,0,0,1,13072,0,1141
1239,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,472,1476,428,8,1484,2,472,1476,1484,2,6,2006,2006,2006.0,32.0,1,428,64.0,120,0,33,0,9037,0,1048
1240,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,543,884,550,7,1768,2,543,884,884,2,8,2003,2003,2003.0,252.0,0,550,65.0,0,884,63,1,8158,1,334
1241,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,6,954,1689,0,7,1689,3,954,1689,1689,2,7,2007,2007,2007.0,0.0,0,0,83.0,0,0,56,0,9849,0,1689
1242,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Family,6,528,1053,885,7,1173,2,528,1053,1173,2,6,1974,1974,1974.0,81.0,2,885,85.0,0,0,120,0,10625,1,0
1243,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Ex,TA,PConc,Ex,Gd,Gd,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,850,2076,1386,10,2076,3,850,2076,2076,2,7,2006,2006,2006.0,103.685261707989,1,1386,107.0,216,0,229,1,13891,1,690
1244,RL,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Stucco,None,TA,TA,PConc,Gd,TA,No,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,400,792,0,8,1517,2,400,792,792,1,7,1929,1950,1931.0,0.0,2,0,81.29411764705883,0,725,0,0,11435,0,792
1245,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,0,WD,Abnorml,7,477,585,0,6,1868,2,477,585,1140,3,7,1984,2003,1984.0,74.0,1,0,78.0,268,728,112,1,12090,0,585
1246,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,New,Partial,5,615,756,0,7,1553,2,615,756,756,2,6,2005,2006,2005.0,0.0,0,0,65.0,0,797,45,1,8125,0,756
